"type","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value","Leading_edge","minusLogP","minusLogFDR","sig"
"WU-536","Pearson.est","CC chemokine receptor antagonist",0.43348,1.03,0.425,101,0.674,"ZK811752, navarixin",0.371611069949688,0.17134010346468,FALSE
"WU-536","Pearson.est","CDK inhibitor",0.45724,1.09,0.335,442,0.67,"AZD5438, alvocidib, aminopurvalanol.a, JNJ.7706621, AT.7519, BMS.387032, P276.00, TG.02, kenpaullone, BMS.265246",0.474955192963155,0.173925197299174,FALSE
"WU-536","Pearson.est","CHK inhibitor",-0.63166,-1.63,0.0636,1100,0.302,"CHIR.124, LY2606368, SB.218078, SCH.900776, PF.477736",1.19654288435159,0.519993057042849,FALSE
"WU-536","Pearson.est","cyclooxygenase inhibitor",-0.31488,-0.831,0.669,1305,0.837,"metoxibutropate, AM.404, sulfasalazine, suxibuzone, naproxen",0.174573882232177,0.07727454200674,FALSE
"WU-536","Pearson.est","cytochrome P450 inhibitor",0.39539,0.951,0.493,389,0.722,"morin, itraconazole",0.30715308072277,0.141462802430361,FALSE
"WU-536","Pearson.est","DNA alkylating agent",-0.39578,-1.03,0.389,1248,0.783,"satraplatin, mitomycin.c, melphalan, cisplatin, dianhydrogalactitol",0.410050398674292,0.106238237942057,FALSE
"WU-536","Pearson.est","DNA inhibitor",0.28142,0.673,0.841,387,0.914,"sangivamycin, carmustine, oxaliplatin, metronidazole, teroxirone, primaquine",0.0752040042020878,0.0390538042661686,FALSE
"WU-536","Pearson.est","DNA methyltransferase inhibitor",0.47932,1.14,0.311,219,0.731,"decitabine, azacitidine",0.507239610973163,0.13608262304214,FALSE
"WU-536","Pearson.est","DNA polymerase inhibitor",0.40086,0.958,0.492,286,0.757,"idoxuridine, cidofovir, adefovir.dipivoxil",0.30803489723264,0.120904120499927,FALSE
"WU-536","Pearson.est","DNA synthesis inhibitor",-0.39708,-1.03,0.426,1240,0.783,"azodicarbonamide, mitomycin.c, cisplatin, artemisinin, estramustine.phosphate",0.370590400897281,0.106238237942057,FALSE
"WU-536","Pearson.est","dopamine receptor antagonist",0.56966,1.34,0.158,337,0.526,"clebopride, mesoridazine, oxiperomide, UH.232...., domperidone, thioproperazine, amisulpride, lurasidone, acetophenazine, sertindole",0.801342913045577,0.279014255846261,FALSE
"WU-536","Pearson.est","estrogen receptor agonist",0.32601,0.779,0.722,471,0.938,"erteberel, PPT, estrone, ethinyl.estradiol, levonorgestrel",0.141462802430361,0.0277971616209356,FALSE
"WU-536","Pearson.est","estrogen receptor antagonist",0.55428,1.32,0.161,78,0.53,"clomifene, raloxifene",0.79317412396815,0.275724130399211,FALSE
"WU-536","Pearson.est","FGFR inhibitor",-0.66587,-1.75,0.0287,1376,0.294,"dovitinib, nintedanib, lenvatinib, erdafitinib",1.54211810326601,0.531652669587843,FALSE
"WU-536","Pearson.est","FLT3 inhibitor",-0.42188,-1.09,0.325,1124,0.845,"KW.2449, sunitinib, tyrphostin.AG.1296, lestaurtinib, quizartinib, ponatinib, tozasertib, midostaurin, dovitinib",0.488116639021126,0.0731432910503077,FALSE
"WU-536","Pearson.est","glucocorticoid receptor agonist",0.72371,1.71,0.0202,281,0.291,"ciclesonide, triamcinolone.acetonide, fluocinolone.acetonide, hydrocortisone, halcinonide, flumethasone.pivalate, halobetasol.propionate, desonide, difluprednate, dexamethasone.acetate, flumethasone, rimexolone, methylprednisolone, clobetasol.propionate, prednisolone, fludroxycortide",1.69464863055338,0.536107011014093,FALSE
"WU-536","Pearson.est","glutamate receptor antagonist",0.23485,0.567,0.938,560,0.966,"SIB.1757, diazooxonorleucine, CPP, CGP.37849, MTPG, IEM1754, latrepirdine",0.0277971616209356,0.0150228735845067,FALSE
"WU-536","Pearson.est","glycogen synthase kinase inhibitor",-0.34657,-0.91,0.534,1316,0.812,"CHIR.98014, CHIR.99021",0.272458742971444,0.0904439707588247,FALSE
"WU-536","Pearson.est","growth factor receptor inhibitor",0.29717,0.721,0.794,96,0.923,"GSK1904529A",0.100179497572904,0.0347982989740879,FALSE
"WU-536","Pearson.est","HCV inhibitor",0.60832,1.43,0.0847,125,0.665,"PSI.7976, embelin",1.07211658966929,0.177178354696895,FALSE
"WU-536","Pearson.est","HDAC inhibitor",-0.20062,-0.538,0.985,1136,1,"vorinostat, scriptaid, ACY.1215, pyroxamide, mocetinostat, resminostat, chidamide",0.00656376950238827,0,FALSE
"WU-536","Pearson.est","histamine receptor antagonist",0.48375,1.17,0.269,250,0.702,"ranitidine, terfenadine, ebastine, astemizole, levocetirizine",0.570247719997592,0.153662887870195,FALSE
"WU-536","Pearson.est","HMGCR inhibitor",-0.82096,-2.21,0,1391,0.0312,"fluvastatin, pitavastatin, atorvastatin, mevastatin",Inf,1.50584540598156,TRUE
"WU-536","Pearson.est","HSP inhibitor",-0.50922,-1.33,0.19,917,0.488,"guanidine, KW.2478, PU.H71, NVP.AUY922, alvespimycin, XL888, VER.49009, ganetespib, NMS.E973",0.721246399047171,0.311580177997289,FALSE
"WU-536","Pearson.est","JAK inhibitor",-0.30424,-0.791,0.706,1201,0.876,"AT.9283, lestaurtinib, tozasertib, PRT062070, ruxolitinib",0.151195298948196,0.0574958938319193,FALSE
"WU-536","Pearson.est","KIT inhibitor",-0.45906,-1.19,0.228,1105,0.69,"cediranib, regorafenib, sunitinib, telatinib, midostaurin, motesanib, pazopanib, lenvatinib",0.642065152999546,0.161150909262745,FALSE
"WU-536","Pearson.est","MDM inhibitor",0.45323,1.07,0.371,428,0.679,"RITA, nutlin.3, CGM097",0.430626090384954,0.168130225719498,FALSE
"WU-536","Pearson.est","MEK inhibitor",0.76858,1.8,0.00954,139,0.208,"AZD8330, TAK.733, trametinib, PD.0325901, Ro.4987655, cobimetinib, AS.703026, MEK162, selumetinib, refametinib, PD.318088, PD.198306",2.0204516252959,0.681936665037238,TRUE
"WU-536","Pearson.est","MET inhibitor",-0.50878,-1.34,0.136,1221,0.513,"LY2801653, AMG458",0.866461091629782,0.289882634888184,FALSE
"WU-536","Pearson.est","microtubule inhibitor",-0.541,-1.41,0.132,1163,0.492,"vinflunine, vinblastine, colchicine, estramustine.phosphate",0.87942606879415,0.30803489723264,FALSE
"WU-536","Pearson.est","mTOR inhibitor",0.39212,0.943,0.544,454,0.713,"WYE.354, XL388, GSK2126458, LY303511, WAY.600, PP242, torin.1, OSI.027, AZD8055, ku.0063794, WYE.125132, palomid.529, PF.04691502",0.26440110030182,0.146910470148134,FALSE
"WU-536","Pearson.est","NFkB pathway inhibitor",-0.2094,-0.549,0.953,1247,1,"bindarit, BAY.11.7082",0.0209070993616736,0,FALSE
"WU-536","Pearson.est","opioid receptor agonist",0.21113,0.506,0.981,384,0.976,"trimebutine, ADL5859",0.0083309926200515,0.0105501823333082,FALSE
"WU-536","Pearson.est","p38 MAPK inhibitor",0.58365,1.36,0.153,486,0.698,"TAK.715, SB.239063, CMPD.1, VX.702, SB.242235, skepinone.l",0.815308569182401,0.156144577376839,FALSE
"WU-536","Pearson.est","PARP inhibitor",-0.65704,-1.72,0.043,1315,0.273,"AZD2461, niraparib, olaparib, talazoparib",1.36653154442041,0.563837352959244,FALSE
"WU-536","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",-0.56405,-1.49,0.071,1106,0.466,"trapidil, regorafenib, sunitinib, orantinib, telatinib, ponatinib, dovitinib, motesanib, pazopanib, axitinib, nintedanib, lenvatinib, linifanib",1.14874165128092,0.33161408331,FALSE
"WU-536","Pearson.est","phosphatase inhibitor",-0.31391,-0.87,0.628,1172,0.825,"BVT.948, bis.maltolato.oxovanadium.IV., CID.5458317, menadione",0.202040356262804,0.0835460514500749,FALSE
"WU-536","Pearson.est","phosphodiesterase inhibitor",-0.41029,-1.08,0.35,1159,0.815,"papaverine, GSK256066, YM.976, anagrelide, enoximone",0.455931955649724,0.0888423912600234,FALSE
"WU-536","Pearson.est","PI3K inhibitor",0.39376,0.956,0.499,184,0.736,"GSK2126458, taselisib, LY303511, TG.100713, YM.201636, GDC.0941, alpelisib",0.30189945437661,0.133122185662501,FALSE
"WU-536","Pearson.est","PLK inhibitor",-0.60816,-1.63,0.0426,1009,0.302,"HMN.214, GW.843682X, GSK461364, BI.2536, rigosertib, volasertib",1.37059040089728,0.519993057042849,FALSE
"WU-536","Pearson.est","potassium channel blocker",-0.22185,-0.596,0.914,1290,1,"dofetilide",0.0390538042661686,0,FALSE
"WU-536","Pearson.est","PPAR receptor agonist",-0.37807,-0.976,0.421,1236,0.78,"clofibrate, GW.501516",0.375717904164332,0.10790539730952,FALSE
"WU-536","Pearson.est","progesterone receptor agonist",-0.36369,-0.957,0.497,1109,0.782,"norethindrone.acetate, danazol, norethindrone, dienogest, norgestrel",0.303643611266668,0.106793246940152,FALSE
"WU-536","Pearson.est","proteasome inhibitor",-0.56876,-1.48,0.0963,1223,0.43,"ONX.0914, MG.132, delanzomib",1.01637371287547,0.366531544420413,FALSE
"WU-536","Pearson.est","protein synthesis inhibitor",0.29308,0.71,0.81,253,0.914,"brefeldin.a, cycloheximide, chloramphenicol.palmitate",0.0915149811213502,0.0390538042661686,FALSE
"WU-536","Pearson.est","protein tyrosine kinase inhibitor",0.5432,1.31,0.157,407,0.515,"AV.412, BMS.599626, NVP.TAE226, tyrphostin.A9, PP.121, CP.724714",0.804100347590766,0.288192770958809,FALSE
"WU-536","Pearson.est","RAF inhibitor",0.44966,1.09,0.336,199,0.67,"CEP.32496, SB.590885, LGX818, AZ.628",0.473660722610156,0.173925197299174,FALSE
"WU-536","Pearson.est","RET tyrosine kinase inhibitor",0.63756,1.5,0.0702,16,0.549,"vandetanib",1.15366288787019,0.260427655549908,FALSE
"WU-536","Pearson.est","retinoid receptor agonist",0.45704,1.09,0.347,185,0.67,"CD.437, tamibarotene, AM.580",0.459670525209126,0.173925197299174,FALSE
"WU-536","Pearson.est","ribonucleotide reductase inhibitor",-0.67446,-1.77,0.0334,1135,0.352,"fludarabine, gemcitabine, hydroxyurea, pentostatin, clofarabine, cladribine",1.47625353318844,0.453457336521869,FALSE
"WU-536","Pearson.est","serotonin receptor agonist",-0.53306,-1.37,0.139,1087,0.51,"pardoprunox, SR.57227A, zolmitriptan, aripiprazole",0.856985199745905,0.292429823902064,FALSE
"WU-536","Pearson.est","serotonin receptor antagonist",0.28674,0.697,0.813,337,0.908,"SB.228357, RS.16566, SB.216641, lurasidone, sertindole",0.0899094544059319,0.0419141514789149,FALSE
"WU-536","Pearson.est","sodium channel blocker",0.27148,0.649,0.886,317,0.918,"ajmaline, A.803467, mexiletine, benzocaine",0.0525662781129492,0.0371573187987575,FALSE
"WU-536","Pearson.est","src inhibitor",0.6746,1.6,0.0347,41,0.459,"ZM.306416, saracatinib, dasatinib, bosutinib",1.45967052520913,0.338187314462739,FALSE
"WU-536","Pearson.est","sterol demethylase inhibitor",-0.35491,-0.925,0.494,1428,0.813,"chlormidazole",0.306273051076353,0.0899094544059319,FALSE
"WU-536","Pearson.est","TGF beta receptor inhibitor",0.56081,1.34,0.14,449,0.526,"repsox, D.4476, SB.525334, SB.431542",0.853871964321762,0.279014255846261,FALSE
"WU-536","Pearson.est","thymidylate synthase inhibitor",0.52612,1.26,0.234,605,0.583,"carmofur, ftorafur, raltitrexed, capecitabine",0.630784142589857,0.234331445240986,FALSE
"WU-536","Pearson.est","topoisomerase inhibitor",-0.71849,-1.89,0.00587,1215,0.253,"voreloxin, genz.644282, dexrazoxane, valrubicin, teniposide, rubitecan, mitoxantrone, doxorubicin, amonafide, daunorubicin, irinotecan, etoposide, topotecan, etoposide.phosphate, epirubicin, nemorubicin",2.23136189875239,0.596879478824182,FALSE
"WU-536","Pearson.est","tubulin polymerization inhibitor",-0.38509,-0.994,0.446,1052,0.78,"paclitaxel, flubendazole, vincristine, vindesine, ABT.751, verubulin, combretastatin.A.4, epothilone.d, vinblastine, CYT.997, taltobulin, BNC105, KX2.391",0.350665141287858,0.10790539730952,FALSE
"WU-536","Pearson.est","tyrosine kinase inhibitor",0.43145,1.04,0.388,407,0.681,"vandetanib, dasatinib, AV.412, BMS.599626, aminopurvalanol.a, tivantinib, NVP.TAE226, tyrphostin.A9, GTP.14564, hypericin, PP.121, CP.724714",0.411168274405793,0.166852888087215,FALSE
"WU-536","Pearson.est","VEGFR inhibitor",-0.32145,-0.842,0.631,1376,0.848,"dovitinib, motesanib, pazopanib, axitinib, nintedanib, lenvatinib, tivozanib, linifanib",0.199970640755866,0.0716041477432862,FALSE
"WU-536","Pearson.est","vitamin D receptor agonist",0.58441,1.38,0.12,529,0.72,"tacalcitol, ercalcitriol, alfacalcidol, calcitriol, paricalcitol, maxacalcitol",0.920818753952375,0.142667503568732,FALSE
"WU-561","Pearson.est","EGFR inhibitor",0.81263,1.85,0.00264,124,0.152,"poziotinib, gefitinib, AZD8931, XL.647, afatinib, dacomitinib, pelitinib, neratinib, erlotinib, BIBU.1361, osimertinib, PD.153035, AST.1306, CUDC.101, canertinib, lapatinib, WZ.4002, BMS.690514, vandetanib, BIBX.1382, BMS.599626, tucatinib, GW.583340, AEE788, PD.168393, icotinib, TAK.285, ARRY.334543",2.57839607313017,0.818156412055227,TRUE
"WU-561","Pearson.est","Abl kinase inhibitor",0.53172,1.23,0.226,145,0.79,"ZM.306416, bosutinib, dasatinib",0.645891560852599,0.102372908709559,FALSE
"WU-561","Pearson.est","acetylcholine receptor agonist",0.36306,0.842,0.675,322,1,"pilocarpine, nicotine",0.170696227168975,0,FALSE
"WU-561","Pearson.est","acetylcholine receptor antagonist",-0.40616,-1.16,0.295,1052,0.683,"darifenacin, methscopolamine, iododexetimide, diphemanil",0.530177984021837,0.165579296318467,FALSE
"WU-561","Pearson.est","adenosine receptor antagonist",0.71902,1.67,0.0159,349,0.309,"CGS.15943, PSB.1115, SCH.58261, MRS.1220",1.79860287567955,0.510041520575165,FALSE
"WU-561","Pearson.est","adrenergic receptor agonist",0.28675,0.663,0.871,404,1,"isoxsuprine, ritodrine, oxymetazoline, terbutaline",0.0599818449923368,0,FALSE
"WU-561","Pearson.est","adrenergic receptor antagonist",0.34887,0.794,0.752,499,1,"dronedarone, imiloxan, vincamine, atipamezole, atenolol......, prazosin, naftidrofuryl, dihydroergocristine, oxprenolol",0.123782159408358,0,FALSE
"WU-561","Pearson.est","AKT inhibitor",0.56622,1.3,0.164,528,0.778,"triciribine, uprosertib, AT7867, palomid.529, GSK2110183, AZD5363, GDC.0068, CCT128930",0.785156151952302,0.109020403010311,FALSE
"WU-561","Pearson.est","ALK tyrosine kinase receptor inhibitor",0.32131,0.743,0.802,297,1,"AZD3463, SB.505124",0.0958256317158365,0,FALSE
"WU-561","Pearson.est","androgen receptor antagonist",0.27766,0.636,0.886,506,1,"RU.58841, nilutamide",0.0525662781129492,0,FALSE
"WU-561","Pearson.est","antioxidant",0.36739,0.84,0.665,527,1,"mesna, chlorogenic.acid, trolox",0.177178354696895,0,FALSE
"WU-561","Pearson.est","AP inhibitor",-0.43983,-1.15,0.267,1292,0.642,"LCL.161, GDC.0152, idronoxil",0.573488738635425,0.192464971931147,FALSE
"WU-561","Pearson.est","ATPase inhibitor",-0.21518,-0.599,0.932,309,0.97,"k.strophanthidin, NMS.873, evodiamine, blebbistatin...., digoxin, ouabain, thonzonium, digitoxigenin, rabeprazole, omeprazole, digitoxin, oligomycin.a",0.0305840876460186,0.0132282657337552,FALSE
"WU-561","Pearson.est","Aurora kinase inhibitor",0.28338,0.649,0.876,418,1,"PHA.680632, CYC116, CCT129202, GSK1070916, CCT137690",0.0574958938319193,0,FALSE
"WU-561","Pearson.est","bacterial 50S ribosomal subunit inhibitor",0.62426,1.45,0.0653,377,0.476,"tedizolid, tilmicosin, azithromycin, radezolid, valnemulin",1.18508681872493,0.322393047279507,FALSE
"WU-561","Pearson.est","bacterial DNA gyrase inhibitor",0.36911,0.845,0.672,64,1,"finafloxacin",0.172630726946175,0,FALSE
"WU-561","Pearson.est","BCL inhibitor",0.29597,0.682,0.847,249,1,"gossypol, obatoclax",0.0721165896692931,0,FALSE
"WU-561","Pearson.est","Bcr.Abl kinase inhibitor",0.41637,0.958,0.514,145,1,"bosutinib, dasatinib",0.289036881004724,0,FALSE
"WU-561","Pearson.est","benzodiazepine receptor agonist",0.32386,0.738,0.818,321,1,"lorazepam, zaleplon, ivermectin, eprinomectin, ZK.93423",0.087246696328677,0,FALSE
"WU-561","Pearson.est","bromodomain inhibitor",0.6846,1.6,0.0293,292,0.321,"JQ1...., OTX015, I.BET151, bromosporine",1.53313237964589,0.493494967595128,FALSE
"WU-561","Pearson.est","calcium channel blocker",0.50642,1.16,0.27,341,0.86,"tetrandrine, cinnarazine, SKF.96365, fendiline, mibefradil",0.568636235841013,0.0655015487564323,FALSE
"WU-561","Pearson.est","CC chemokine receptor antagonist",0.37511,0.882,0.626,437,1,"ZK811752, navarixin, PF.04136309",0.20342566678957,0,FALSE
"WU-561","Pearson.est","CDK inhibitor",0.49596,1.15,0.309,340,0.807,"AZD5438, aminopurvalanol.a, JNJ.7706621, AT.7519, TG.02, alvocidib, BMS.265246, BMS.387032, kenpaullone, P276.00",0.510041520575165,0.0931264652779296,FALSE
"WU-561","Pearson.est","CHK inhibitor",-0.61431,-1.65,0.0443,1113,0.254,"SB.218078, CHIR.124, LY2606368, SCH.900776, PF.477736",1.35359627377693,0.595166283380062,FALSE
"WU-561","Pearson.est","cyclooxygenase inhibitor",0.24182,0.557,0.954,455,1,"tryptanthrin, aspirin, FR.122047, ramifenazone, meloxicam, ketoprofen, curcumin, amfenac",0.0204516252959049,0,FALSE
"WU-561","Pearson.est","cytochrome P450 inhibitor",0.29605,0.669,0.868,784,1,"itraconazole, morin, cobicistat, eplerenone, PF.4981517",0.0614802748235081,0,FALSE
"WU-561","Pearson.est","DNA alkylating agent",-0.20497,-0.589,0.945,1283,0.939,"carboplatin, cisplatin, dianhydrogalactitol",0.0245681914907371,0.0273344077338891,FALSE
"WU-561","Pearson.est","DNA inhibitor",0.3973,0.913,0.579,369,1,"oxaliplatin, primaquine, sangivamycin, carmustine, metronidazole, teroxirone",0.237321436272564,0,FALSE
"WU-561","Pearson.est","DNA methyltransferase inhibitor",0.54839,1.24,0.22,211,0.867,"decitabine, azacitidine",0.657577319177794,0.0619809025237897,FALSE
"WU-561","Pearson.est","DNA polymerase inhibitor",0.43977,1.02,0.47,472,1,"idoxuridine, cidofovir, adefovir.dipivoxil, trifluridine",0.327902142064283,0,FALSE
"WU-561","Pearson.est","DNA synthesis inhibitor",-0.2603,-0.713,0.8,1289,0.921,"artemisinin, cisplatin, altretamine, estramustine.phosphate",0.0969100130080564,0.0357403698031511,FALSE
"WU-561","Pearson.est","dopamine receptor antagonist",0.49976,1.15,0.315,473,0.807,"mesoridazine, oxiperomide, clebopride, sertindole, UH.232...., domperidone, acetophenazine, amisulpride, thioproperazine",0.501689446210399,0.0931264652779296,FALSE
"WU-561","Pearson.est","estrogen receptor agonist",0.29529,0.675,0.857,264,1,"erteberel, estrone",0.0670191780768018,0,FALSE
"WU-561","Pearson.est","estrogen receptor antagonist",0.50246,1.14,0.294,156,0.798,"clomifene, raloxifene",0.531652669587843,0.0979971086492706,FALSE
"WU-561","Pearson.est","FGFR inhibitor",-0.70629,-1.86,0.019,1303,0.179,"orantinib, dovitinib, nintedanib, lenvatinib, erdafitinib",1.72124639904717,0.747146969020107,TRUE
"WU-561","Pearson.est","FLT3 inhibitor",-0.27005,-0.746,0.789,1132,0.908,"tyrphostin.AG.1296, sunitinib, tozasertib, lestaurtinib, dovitinib, midostaurin, ponatinib",0.10292299679058,0.0419141514789149,FALSE
"WU-561","Pearson.est","glucocorticoid receptor agonist",0.72145,1.66,0.0144,144,0.249,"ciclesonide, triamcinolone.acetonide, halcinonide, fluocinolone.acetonide, halobetasol.propionate, desonide, flumethasone.pivalate, flumethasone, rimexolone, hydrocortisone, difluprednate, methylprednisolone, clobetasol.propionate, prednisolone, dexamethasone.acetate",1.84163750790475,0.603800652904264,TRUE
"WU-561","Pearson.est","glutamate receptor antagonist",0.23285,0.53,0.966,568,1,"SIB.1757, diazooxonorleucine, CPP, CGP.37849, tiletamine, IEM1754",0.0150228735845067,0,FALSE
"WU-561","Pearson.est","glycogen synthase kinase inhibitor",-0.37593,-1.02,0.405,1370,0.695,"CHIR.99021, CHIR.98014",0.392544976785331,0.158015195409886,FALSE
"WU-561","Pearson.est","growth factor receptor inhibitor",0.48889,1.13,0.331,180,0.79,"GSK1904529A, AZD3463",0.480172006224281,0.102372908709559,FALSE
"WU-561","Pearson.est","HCV inhibitor",0.53876,1.23,0.215,210,0.79,"PSI.7976, embelin",0.667561540084395,0.102372908709559,FALSE
"WU-561","Pearson.est","HDAC inhibitor",0.2726,0.626,0.912,478,0.994,"PCI.24781, givinostat, AR.42, romidepsin, RGFP966, SB.939, dacinostat, JNJ.26481585",0.0400051616715838,0.00261361560268669,FALSE
"WU-561","Pearson.est","histamine receptor antagonist",0.3719,0.862,0.639,588,1,"terfenadine, ranitidine, levocetirizine, ebastine, astemizole, BF2.649, pheniramine, tecastemizole, ICI.162846",0.1944991418416,0,FALSE
"WU-561","Pearson.est","HMGCR inhibitor",-0.85965,-2.43,0,1433,0.00833,"atorvastatin, fluvastatin, pitavastatin, mevastatin",Inf,2.07935499859321,TRUE
"WU-561","Pearson.est","HSP inhibitor",-0.23415,-0.672,0.852,1409,0.935,"NMS.E973",0.0695604052332999,0.0291883891274822,FALSE
"WU-561","Pearson.est","JAK inhibitor",0.27861,0.647,0.89,590,1,"filgotinib, pacritinib, TG.02, WHI.P154, AZD1480, AZ960, CEP.33779, TG.101209, LY2784544",0.0506099933550872,0,FALSE
"WU-561","Pearson.est","KIT inhibitor",-0.46174,-1.27,0.17,1359,0.692,"midostaurin, motesanib, pazopanib, lenvatinib",0.769551078621726,0.159893905543242,FALSE
"WU-561","Pearson.est","MDM inhibitor",0.33251,0.774,0.766,563,1,"RITA, nutlin.3, CGM097",0.115771230367396,0,FALSE
"WU-561","Pearson.est","MEK inhibitor",0.73345,1.7,0.0194,152,0.352,"AZD8330, PD.0325901, trametinib, Ro.4987655, TAK.733, AS.703026, MEK162, cobimetinib, selumetinib, PD.198306, PD.184352, PD.318088",1.71219827006977,0.453457336521869,FALSE
"WU-561","Pearson.est","MET inhibitor",-0.67194,-1.87,0.00897,1349,0.256,"LY2801653, AMG458",2.04720755695591,0.59176003468815,FALSE
"WU-561","Pearson.est","microtubule inhibitor",-0.35481,-0.999,0.436,1236,0.69,"vinblastine, colchicine, estramustine.phosphate",0.360513510731414,0.161150909262745,FALSE
"WU-561","Pearson.est","mTOR inhibitor",0.37025,0.845,0.674,532,1,"WYE.354, GSK2126458, LY303511, XL388, WAY.600, PP242, palomid.529, AZD8055, WYE.125132, ku.0063794, torin.2, torin.1, PI.103, OSI.027",0.17134010346468,0,FALSE
"WU-561","Pearson.est","NFkB pathway inhibitor",0.25584,0.59,0.929,511,1,"EVP4593, betulinic.acid, IKK.2.inhibitor.V, curcumin, Ro.106.9920",0.0319842860063582,0,FALSE
"WU-561","Pearson.est","opioid receptor agonist",0.18725,0.433,0.99,268,0.994,"trimebutine",0.00436480540245009,0.00261361560268669,FALSE
"WU-561","Pearson.est","p38 MAPK inhibitor",0.63986,1.48,0.0527,421,0.448,"SB.239063, CMPD.1, VX.702, TAK.715, SB.242235, skepinone.l",1.27818938478745,0.348721986001856,FALSE
"WU-561","Pearson.est","PARP inhibitor",-0.40634,-1.13,0.278,1381,0.578,"talazoparib, olaparib",0.555955204081924,0.238072161579471,FALSE
"WU-561","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",-0.62315,-1.74,0.049,1225,0.225,"telatinib, SU014813, orantinib, dovitinib, ponatinib, motesanib, nintedanib, axitinib, pazopanib, lenvatinib, linifanib",1.30980391997149,0.647817481888638,TRUE
"WU-561","Pearson.est","phosphatase inhibitor",-0.30264,-0.849,0.611,1193,0.848,"CID.5458317, menadione, BVT.948, bis.maltolato.oxovanadium.IV.",0.213958789757446,0.0716041477432862,FALSE
"WU-561","Pearson.est","phosphodiesterase inhibitor",-0.39796,-1.07,0.353,1330,0.644,"GSK256066, enoximone, anagrelide",0.452225294612177,0.191114132640188,FALSE
"WU-561","Pearson.est","PI3K inhibitor",0.4292,0.972,0.509,169,1,"taselisib, GSK2126458, YM.201636, TG.100713, LY303511, GDC.0941, alpelisib",0.293282217663241,0,FALSE
"WU-561","Pearson.est","PLK inhibitor",-0.29077,-0.823,0.637,419,0.857,"NMS.1286937, HMN.214, BI.2536, GW.843682X, GSK461364, rigosertib, volasertib",0.19586056766465,0.0670191780768018,FALSE
"WU-561","Pearson.est","potassium channel blocker",0.32628,0.759,0.778,401,1,"oleoylethanolamide, ML133",0.109020403010311,0,FALSE
"WU-561","Pearson.est","PPAR receptor agonist",-0.27906,-0.773,0.733,1206,0.904,"GW.501516, clofibrate",0.134896025358872,0.0438315695246367,FALSE
"WU-561","Pearson.est","progesterone receptor agonist",-0.42067,-1.17,0.246,1228,0.736,"dienogest, norethindrone.acetate, danazol, norethindrone, norgestrel",0.609064892896621,0.133122185662501,FALSE
"WU-561","Pearson.est","proteasome inhibitor",-0.41603,-1.14,0.278,1040,0.606,"MG.132, oprozomib, ixazomib, ONX.0914, delanzomib",0.555955204081924,0.217527375833714,FALSE
"WU-561","Pearson.est","protein synthesis inhibitor",0.42077,0.973,0.487,561,1,"cycloheximide, chloramphenicol.palmitate, brefeldin.a, emetine, bruceantin, florfenicol, azomycin..2.nitroimidazole., thiostrepton, homoharringtonine",0.312471038785366,0,FALSE
"WU-561","Pearson.est","protein tyrosine kinase inhibitor",0.61007,1.44,0.083,244,0.454,"AV.412, BMS.599626, NVP.TAE226, tyrphostin.A9, CP.724714",1.08092190762393,0.342944147142896,FALSE
"WU-561","Pearson.est","RAF inhibitor",0.30654,0.698,0.832,387,1,"SB.590885, CEP.32496, AZ.628, LGX818",0.0798766737092761,0,FALSE
"WU-561","Pearson.est","RET tyrosine kinase inhibitor",0.55704,1.29,0.175,40,0.753,"vandetanib",0.756961951313706,0.123205023799299,FALSE
"WU-561","Pearson.est","retinoid receptor agonist",0.32733,0.763,0.768,328,1,"CD.437, tamibarotene, AM.580",0.114638779968488,0,FALSE
"WU-561","Pearson.est","ribonucleotide reductase inhibitor",-0.59472,-1.63,0.0551,1294,0.23,"clofarabine, hydroxyurea, pentostatin, cladribine",1.25884840114821,0.638272163982407,FALSE
"WU-561","Pearson.est","serotonin receptor agonist",-0.35784,-0.986,0.44,516,0.675,"ipsapirone, NAN.190, pardoprunox, zolmitriptan, SR.57227A, aripiprazole",0.356547323513813,0.170696227168975,FALSE
"WU-561","Pearson.est","serotonin receptor antagonist",0.33689,0.778,0.76,376,1,"SB.228357, RS.16566, sertindole, SB.216641",0.119186407719209,0,FALSE
"WU-561","Pearson.est","sodium channel blocker",0.36451,0.838,0.663,382,1,"ajmaline, A.803467, butamben, benzethonium, mexiletine",0.178486471595227,0,FALSE
"WU-561","Pearson.est","src inhibitor",0.64945,1.51,0.0702,145,0.425,"ZM.306416, bosutinib, saracatinib, dasatinib",1.15366288787019,0.371611069949688,FALSE
"WU-561","Pearson.est","sterol demethylase inhibitor",-0.34546,-0.923,0.477,1408,0.743,"chlormidazole",0.321481620959886,0.129011186239425,FALSE
"WU-561","Pearson.est","TGF beta receptor inhibitor",0.56422,1.31,0.171,495,0.809,"repsox, D.4476, SB.431542, SB.525334",0.767003889607846,0.0920514783877277,FALSE
"WU-561","Pearson.est","thymidylate synthase inhibitor",0.53461,1.22,0.224,522,0.773,"carmofur, raltitrexed, trifluridine, ftorafur",0.649751981665837,0.111820506081675,FALSE
